WeChat: cstutorcs
QQ: 749389476
Email: tutorcs@163.com
1	1107.04
1	1154.85
1	1250.57
1	1095.90
1	1112.92
1	1130.41
1	1096.21
1	1148.36
1	1136.10
1	1060.82
1	1104.62
1	1148.54
1	1100.88
1	1085.61
1	1132.28
1	1112.23
1	1168.64
1	1118.06
1	1114.39
1	1117.34
1	1135.48
1	1192.94
1	1115.89
1	1125.10
1	1139.17
1	1101.63
1	1162.25
1	1193.10
1	1079.62
1	1200.26
1	1180.87
1	1051.82
1	1191.65
1	1115.06
1	1134.30
1	1123.64
1	1140.64
1	1143.42
1	1182.31
1	1192.16
1	1022.06
1	1227.57
1	1157.59
1	1089.65
1	1098.84
1	2794.28
1	1140.85
1	1315.66
1	1141.99
1	1188.47
1	1140.36
1	1129.88
1	1068.92
1	1078.93
1	1076.15
1	1038.39
1	993.65
1	1025.81
1	1043.01
1	1049.11
1	1087.72
1	1094.52
1	1002.18
1	1069.61
2	1092.31
2	1080.39
2	1086.60
2	1105.53
2	1087.42
2	1108.78
2	1092.37
2	1078.25
2	1072.58
2	1102.36
2	1088.37
2	1087.23
2	1017.87
2	1081.93
2	1134.18
2	1081.83
2	1079.58
2	1091.90
2	1125.02
2	1091.24
2	1077.16
2	1091.63
2	1092.10
2	1135.63
2	1099.81
2	1112.56
2	1075.42
2	1096.22
2	1095.02
2	1089.91
2	1120.22
2	1059.51
2	1078.84
2	1096.81
2	1091.12
2	1089.77
2	1072.92
2	1094.76
2	1093.57
2	1085.96
2	1087.83
2	1097.53
2	1094.80
2	1133.14
2	1083.17
2	1139.26
2	1091.07
2	1093.34
2	1099.53
2	1091.02
2	1076.88
2	1058.49
2	1081.26
2	785.32
2	1091.25
2	3151.40
2	1113.84
2	1093.52
2	1088.94
2	1148.42
2	1101.03
2	1099.64
2	1061.46
2	1062.85
2	1098.29
2	1077.25
2	1089.84
2	1118.51
2	1043.91
2	1059.18
2	1118.81
2	1214.89
2	1080.82
2	1036.03
2	1074.15
2	1093.68
2	1082.86
2	1116.11
2	1084.00
2	1076.88
2	1094.24
2	1091.37
2	1084.63
2	1114.62
2	1040.77
2	1097.41
2	1108.65
2	1071.54
